Numéro d'Étudiant,code_ue,note
2012000005,S07A001,5
2012000005,S07A002,8
2012000005,S07A003,2
2012000005,S07A004,19
2012000005,S07A005,0
2012000005,S07A006,1
2012000005,S07A007,18
2012000005,S07A008,17
2012000005,S07A009,1
2012000005,S07A010,12
2012000005,S07A011,18
2012000005,S07A012,11
2012000005,S07A013,3
2012000005,S07A014,13
2012000005,S07A015,3
2012000005,S07A016,15
2012000005,S07A017,10
2012000005,S07A018,13
2012000005,S07A019,8
2012000005,S07A020,9
2012000005,S07A021,5
2012000005,S07A022,11
2012000005,S07A023,18
2012000005,S07A024,8
2012000005,S07A025,1
2012000005,S07A026,18
2012000005,S07A027,10
2012000005,S07A028,20
2012000005,S07A029,19
2012000005,S07A030,13
2012000005,S07A031,8
2012000005,S07A032,2
2012000005,S07A033,3
2012000005,S07A034,4
2012000005,S07A035,14
2012000005,S07A036,10
2012000005,S07A037,2
2012000005,S07A038,17
2012000005,S07A039,11
2012000005,S07A040,1
2012000005,S07A041,10
2012000005,S07A042,6
2012000005,S07A043,1
2012000005,S07A044,11
2012000005,S07A045,13
2012000005,S07A046,3
2012000005,S07A047,1
2012000005,S07A048,11
2012000005,S07A049,5
2012000005,S07A050,3
2012000005,S07A051,15
2012000005,S07A052,14
2012000005,S07A053,11
2012000005,S07A054,12
2012000005,S07A055,6
2012000005,S07A056,9
2012000005,S07A057,13
2012000005,S07A058,19
2012000005,S07A059,12
2012000005,S07A060,6
2012000005,S07A061,10
2012000005,S07A062,17
2012000005,S07A063,17
2012000005,S07A064,1
2012000005,S07A065,17
2012000005,S07A066,6
2012000005,S07A067,8
2012000005,S07A068,18
2012000005,S07A069,8
2012000005,S07A070,0
2012000005,S07A071,3
2012000005,S07A072,1
2012000005,S07A073,5
2012000005,S07A074,19
2012000005,S07A075,14
2012000005,S07A076,8
2012000005,S07A077,7
2012000005,S07A078,5
2012000005,S07A079,5
2012000005,S07A080,6
2012000005,S07A081,2
2012000005,S07A082,19
2012000005,S07A083,20
2012000005,S07A084,20
2012000005,S07A085,12
2012000005,S07A086,9
2012000005,S07A087,12
2012000005,S07A088,20
2012000005,S07A089,9
2012000005,S07A090,5
2012000005,S07A091,14
2012000005,S07A092,19
2012000005,S07A093,19
2012000005,S07A094,0
2012000005,S07A095,9
2012000005,S07A096,18
2012000005,S07A097,15
2012000005,S07A098,16
2012000005,S07A099,0
2012000005,S07A100,3
2012000006,S07A001,7
2012000006,S07A002,11
2012000006,S07A003,10
2012000006,S07A004,13
2012000006,S07A005,14
2012000006,S07A006,6
2012000006,S07A007,10
2012000006,S07A008,13
2012000006,S07A009,18
2012000006,S07A010,17
2012000006,S07A011,20
2012000006,S07A012,13
2012000006,S07A013,4
2012000006,S07A014,20
2012000006,S07A015,16
2012000006,S07A016,0
2012000006,S07A017,0
2012000006,S07A018,16
2012000006,S07A019,0
2012000006,S07A020,9
2012000006,S07A021,14
2012000006,S07A022,1
2012000006,S07A023,18
2012000006,S07A024,12
2012000006,S07A025,10
2012000006,S07A026,6
2012000006,S07A027,7
2012000006,S07A028,2
2012000006,S07A029,14
2012000006,S07A030,8
2012000006,S07A031,12
2012000006,S07A032,5
2012000006,S07A033,0
2012000006,S07A034,16
2012000006,S07A035,20
2012000006,S07A036,12
2012000006,S07A037,11
2012000006,S07A038,16
2012000006,S07A039,2
2012000006,S07A040,12
2012000006,S07A041,13
2012000006,S07A042,15
2012000006,S07A043,11
2012000006,S07A044,19
2012000006,S07A045,15
2012000006,S07A046,16
2012000006,S07A047,20
2012000006,S07A048,1
2012000006,S07A049,1
2012000006,S07A050,18
2012000006,S07A051,13
2012000006,S07A052,19
2012000006,S07A053,12
2012000006,S07A054,8
2012000006,S07A055,18
2012000006,S07A056,16
2012000006,S07A057,6
2012000006,S07A058,12
2012000006,S07A059,15
2012000006,S07A060,16
2012000006,S07A061,18
2012000006,S07A062,19
2012000006,S07A063,2
2012000006,S07A064,8
2012000006,S07A065,16
2012000006,S07A066,14
2012000006,S07A067,6
2012000006,S07A068,12
2012000006,S07A069,0
2012000006,S07A070,5
2012000006,S07A071,16
2012000006,S07A072,19
2012000006,S07A073,8
2012000006,S07A074,1
2012000006,S07A075,6
2012000006,S07A076,18
2012000006,S07A077,4
2012000006,S07A078,18
2012000006,S07A079,18
2012000006,S07A080,16
2012000006,S07A081,12
2012000006,S07A082,6
2012000006,S07A083,11
2012000006,S07A084,9
2012000006,S07A085,5
2012000006,S07A086,12
2012000006,S07A087,5
2012000006,S07A088,7
2012000006,S07A089,14
2012000006,S07A090,19
2012000006,S07A091,6
2012000006,S07A092,19
2012000006,S07A093,14
2012000006,S07A094,0
2012000006,S07A095,19
2012000006,S07A096,8
2012000006,S07A097,2
2012000006,S07A098,19
2012000006,S07A099,5
2012000006,S07A100,6
2012000007,S07A001,12
2012000007,S07A002,9
2012000007,S07A003,20
2012000007,S07A004,9
2012000007,S07A005,5
2012000007,S07A006,7
2012000007,S07A007,12
2012000007,S07A008,20
2012000007,S07A009,12
2012000007,S07A010,6
2012000007,S07A011,15
2012000007,S07A012,3
2012000007,S07A013,5
2012000007,S07A014,19
2012000007,S07A015,4
2012000007,S07A016,10
2012000007,S07A017,2
2012000007,S07A018,2
2012000007,S07A019,5
2012000007,S07A020,16
2012000007,S07A021,0
2012000007,S07A022,17
2012000007,S07A023,20
2012000007,S07A024,13
2012000007,S07A025,4
2012000007,S07A026,10
2012000007,S07A027,18
2012000007,S07A028,6
2012000007,S07A029,10
2012000007,S07A030,7
2012000007,S07A031,18
2012000007,S07A032,14
2012000007,S07A033,19
2012000007,S07A034,11
2012000007,S07A035,5
2012000007,S07A036,13
2012000007,S07A037,18
2012000007,S07A038,8
2012000007,S07A039,17
2012000007,S07A040,16
2012000007,S07A041,15
2012000007,S07A042,16
2012000007,S07A043,16
2012000007,S07A044,8
2012000007,S07A045,16
2012000007,S07A046,16
2012000007,S07A047,17
2012000007,S07A048,17
2012000007,S07A049,14
2012000007,S07A050,6
2012000007,S07A051,11
2012000007,S07A052,11
2012000007,S07A053,18
2012000007,S07A054,11
2012000007,S07A055,10
2012000007,S07A056,19
2012000007,S07A057,17
2012000007,S07A058,15
2012000007,S07A059,9
2012000007,S07A060,5
2012000007,S07A061,3
2012000007,S07A062,19
2012000007,S07A063,16
2012000007,S07A064,18
2012000007,S07A065,20
2012000007,S07A066,6
2012000007,S07A067,12
2012000007,S07A068,1
2012000007,S07A069,2
2012000007,S07A070,5
2012000007,S07A071,10
2012000007,S07A072,16
2012000007,S07A073,7
2012000007,S07A074,1
2012000007,S07A075,4
2012000007,S07A076,9
2012000007,S07A077,6
2012000007,S07A078,1
2012000007,S07A079,20
2012000007,S07A080,13
2012000007,S07A081,9
2012000007,S07A082,14
2012000007,S07A083,19
2012000007,S07A084,5
2012000007,S07A085,16
2012000007,S07A086,9
2012000007,S07A087,9
2012000007,S07A088,6
2012000007,S07A089,10
2012000007,S07A090,20
2012000007,S07A091,11
2012000007,S07A092,11
2012000007,S07A093,5
2012000007,S07A094,11
2012000007,S07A095,0
2012000007,S07A096,0
2012000007,S07A097,0
2012000007,S07A098,13
2012000007,S07A099,12
2012000007,S07A100,8
2012000008,S07A001,11
2012000008,S07A002,11
2012000008,S07A003,13
2012000008,S07A004,16
2012000008,S07A005,18
2012000008,S07A006,14
2012000008,S07A007,1
2012000008,S07A008,14
2012000008,S07A009,18
2012000008,S07A010,19
2012000008,S07A011,19
2012000008,S07A012,20
2012000008,S07A013,18
2012000008,S07A014,10
2012000008,S07A015,14
2012000008,S07A016,10
2012000008,S07A017,18
2012000008,S07A018,12
2012000008,S07A019,3
2012000008,S07A020,17
2012000008,S07A021,6
2012000008,S07A022,9
2012000008,S07A023,12
2012000008,S07A024,20
2012000008,S07A025,15
2012000008,S07A026,9
2012000008,S07A027,9
2012000008,S07A028,7
2012000008,S07A029,4
2012000008,S07A030,0
2012000008,S07A031,5
2012000008,S07A032,19
2012000008,S07A033,5
2012000008,S07A034,8
2012000008,S07A035,6
2012000008,S07A036,14
2012000008,S07A037,8
2012000008,S07A038,1
2012000008,S07A039,13
2012000008,S07A040,9
2012000008,S07A041,10
2012000008,S07A042,1
2012000008,S07A043,20
2012000008,S07A044,6
2012000008,S07A045,7
2012000008,S07A046,18
2012000008,S07A047,6
2012000008,S07A048,2
2012000008,S07A049,1
2012000008,S07A050,13
2012000008,S07A051,4
2012000008,S07A052,13
2012000008,S07A053,3
2012000008,S07A054,3
2012000008,S07A055,16
2012000008,S07A056,13
2012000008,S07A057,15
2012000008,S07A058,2
2012000008,S07A059,0
2012000008,S07A060,4
2012000008,S07A061,13
2012000008,S07A062,17
2012000008,S07A063,11
2012000008,S07A064,9
2012000008,S07A065,15
2012000008,S07A066,5
2012000008,S07A067,5
2012000008,S07A068,3
2012000008,S07A069,3
2012000008,S07A070,12
2012000008,S07A071,9
2012000008,S07A072,14
2012000008,S07A073,6
2012000008,S07A074,5
2012000008,S07A075,7
2012000008,S07A076,18
2012000008,S07A077,1
2012000008,S07A078,14
2012000008,S07A079,9
2012000008,S07A080,14
2012000008,S07A081,8
2012000008,S07A082,12
2012000008,S07A083,6
2012000008,S07A084,11
2012000008,S07A085,16
2012000008,S07A086,2
2012000008,S07A087,7
2012000008,S07A088,14
2012000008,S07A089,4
2012000008,S07A090,18
2012000008,S07A091,7
2012000008,S07A092,9
2012000008,S07A093,6
2012000008,S07A094,19
2012000008,S07A095,13
2012000008,S07A096,1
2012000008,S07A097,9
2012000008,S07A098,10
2012000008,S07A099,5
2012000008,S07A100,1
2012000009,S07A001,3
2012000009,S07A002,15
2012000009,S07A003,3
2012000009,S07A004,19
2012000009,S07A005,8
2012000009,S07A006,8
2012000009,S07A007,16
2012000009,S07A008,8
2012000009,S07A009,18
2012000009,S07A010,2
2012000009,S07A011,3
2012000009,S07A012,1
2012000009,S07A013,0
2012000009,S07A014,6
2012000009,S07A015,15
2012000009,S07A016,9
2012000009,S07A017,13
2012000009,S07A018,19
2012000009,S07A019,7
2012000009,S07A020,2
2012000009,S07A021,19
2012000009,S07A022,17
2012000009,S07A023,8
2012000009,S07A024,15
2012000009,S07A025,20
2012000009,S07A026,17
2012000009,S07A027,19
2012000009,S07A028,16
2012000009,S07A029,15
2012000009,S07A030,9
2012000009,S07A031,5
2012000009,S07A032,11
2012000009,S07A033,6
2012000009,S07A034,6
2012000009,S07A035,15
2012000009,S07A036,11
2012000009,S07A037,1
2012000009,S07A038,11
2012000009,S07A039,16
2012000009,S07A040,18
2012000009,S07A041,2
2012000009,S07A042,14
2012000009,S07A043,0
2012000009,S07A044,15
2012000009,S07A045,2
2012000009,S07A046,9
2012000009,S07A047,1
2012000009,S07A048,13
2012000009,S07A049,14
2012000009,S07A050,8
2012000009,S07A051,17
2012000009,S07A052,16
2012000009,S07A053,17
2012000009,S07A054,9
2012000009,S07A055,17
2012000009,S07A056,16
2012000009,S07A057,14
2012000009,S07A058,3
2012000009,S07A059,15
2012000009,S07A060,5
2012000009,S07A061,20
2012000009,S07A062,15
2012000009,S07A063,1
2012000009,S07A064,14
2012000009,S07A065,18
2012000009,S07A066,11
2012000009,S07A067,7
2012000009,S07A068,3
2012000009,S07A069,1
2012000009,S07A070,10
2012000009,S07A071,0
2012000009,S07A072,15
2012000009,S07A073,9
2012000009,S07A074,0
2012000009,S07A075,1
2012000009,S07A076,5
2012000009,S07A077,12
2012000009,S07A078,7
2012000009,S07A079,5
2012000009,S07A080,1
2012000009,S07A081,11
2012000009,S07A082,7
2012000009,S07A083,12
2012000009,S07A084,0
2012000009,S07A085,8
2012000009,S07A086,6
2012000009,S07A087,1
2012000009,S07A088,5
2012000009,S07A089,2
2012000009,S07A090,8
2012000009,S07A091,11
2012000009,S07A092,20
2012000009,S07A093,15
2012000009,S07A094,15
2012000009,S07A095,4
2012000009,S07A096,6
2012000009,S07A097,7
2012000009,S07A098,13
2012000009,S07A099,1
2012000009,S07A100,1
2012000010,S07A001,19
2012000010,S07A002,0
2012000010,S07A003,3
2012000010,S07A004,7
2012000010,S07A005,3
2012000010,S07A006,10
2012000010,S07A007,6
2012000010,S07A008,12
2012000010,S07A009,4
2012000010,S07A010,2
2012000010,S07A011,6
2012000010,S07A012,3
2012000010,S07A013,3
2012000010,S07A014,1
2012000010,S07A015,11
2012000010,S07A016,9
2012000010,S07A017,9
2012000010,S07A018,5
2012000010,S07A019,15
2012000010,S07A020,14
2012000010,S07A021,11
2012000010,S07A022,16
2012000010,S07A023,2
2012000010,S07A024,19
2012000010,S07A025,15
2012000010,S07A026,15
2012000010,S07A027,18
2012000010,S07A028,7
2012000010,S07A029,11
2012000010,S07A030,18
2012000010,S07A031,2
2012000010,S07A032,20
2012000010,S07A033,5
2012000010,S07A034,11
2012000010,S07A035,13
2012000010,S07A036,19
2012000010,S07A037,17
2012000010,S07A038,18
2012000010,S07A039,17
2012000010,S07A040,3
2012000010,S07A041,3
2012000010,S07A042,8
2012000010,S07A043,4
2012000010,S07A044,17
2012000010,S07A045,18
2012000010,S07A046,0
2012000010,S07A047,0
2012000010,S07A048,4
2012000010,S07A049,12
2012000010,S07A050,10
2012000010,S07A051,7
2012000010,S07A052,6
2012000010,S07A053,18
2012000010,S07A054,13
2012000010,S07A055,16
2012000010,S07A056,11
2012000010,S07A057,4
2012000010,S07A058,6
2012000010,S07A059,5
2012000010,S07A060,12
2012000010,S07A061,1
2012000010,S07A062,3
2012000010,S07A063,10
2012000010,S07A064,2
2012000010,S07A065,19
2012000010,S07A066,19
2012000010,S07A067,14
2012000010,S07A068,15
2012000010,S07A069,11
2012000010,S07A070,4
2012000010,S07A071,18
2012000010,S07A072,20
2012000010,S07A073,6
2012000010,S07A074,8
2012000010,S07A075,4
2012000010,S07A076,5
2012000010,S07A077,10
2012000010,S07A078,20
2012000010,S07A079,6
2012000010,S07A080,18
2012000010,S07A081,3
2012000010,S07A082,9
2012000010,S07A083,20
2012000010,S07A084,9
2012000010,S07A085,19
2012000010,S07A086,9
2012000010,S07A087,3
2012000010,S07A088,9
2012000010,S07A089,7
2012000010,S07A090,13
2012000010,S07A091,10
2012000010,S07A092,2
2012000010,S07A093,7
2012000010,S07A094,8
2012000010,S07A095,14
2012000010,S07A096,14
2012000010,S07A097,18
2012000010,S07A098,0
2012000010,S07A099,14
2012000010,S07A100,13
2012000011,S07A001,7
2012000011,S07A002,11
2012000011,S07A003,13
2012000011,S07A004,10
2012000011,S07A005,12
2012000011,S07A006,2
2012000011,S07A007,6
2012000011,S07A008,8
2012000011,S07A009,7
2012000011,S07A010,15
2012000011,S07A011,15
2012000011,S07A012,11
2012000011,S07A013,16
2012000011,S07A014,0
2012000011,S07A015,4
2012000011,S07A016,5
2012000011,S07A017,14
2012000011,S07A018,15
2012000011,S07A019,16
2012000011,S07A020,20
2012000011,S07A021,7
2012000011,S07A022,0
2012000011,S07A023,2
2012000011,S07A024,16
2012000011,S07A025,17
2012000011,S07A026,5
2012000011,S07A027,10
2012000011,S07A028,3
2012000011,S07A029,8
2012000011,S07A030,3
2012000011,S07A031,11
2012000011,S07A032,13
2012000011,S07A033,7
2012000011,S07A034,19
2012000011,S07A035,4
2012000011,S07A036,0
2012000011,S07A037,5
2012000011,S07A038,18
2012000011,S07A039,13
2012000011,S07A040,13
2012000011,S07A041,1
2012000011,S07A042,18
2012000011,S07A043,1
2012000011,S07A044,17
2012000011,S07A045,17
2012000011,S07A046,9
2012000011,S07A047,20
2012000011,S07A048,17
2012000011,S07A049,3
2012000011,S07A050,10
2012000011,S07A051,8
2012000011,S07A052,15
2012000011,S07A053,1
2012000011,S07A054,3
2012000011,S07A055,2
2012000011,S07A056,4
2012000011,S07A057,11
2012000011,S07A058,7
2012000011,S07A059,3
2012000011,S07A060,5
2012000011,S07A061,20
2012000011,S07A062,18
2012000011,S07A063,18
2012000011,S07A064,3
2012000011,S07A065,0
2012000011,S07A066,19
2012000011,S07A067,5
2012000011,S07A068,8
2012000011,S07A069,3
2012000011,S07A070,13
2012000011,S07A071,16
2012000011,S07A072,3
2012000011,S07A073,19
2012000011,S07A074,20
2012000011,S07A075,15
2012000011,S07A076,18
2012000011,S07A077,2
2012000011,S07A078,2
2012000011,S07A079,9
2012000011,S07A080,15
2012000011,S07A081,13
2012000011,S07A082,1
2012000011,S07A083,2
2012000011,S07A084,12
2012000011,S07A085,8
2012000011,S07A086,2
2012000011,S07A087,14
2012000011,S07A088,19
2012000011,S07A089,19
2012000011,S07A090,2
2012000011,S07A091,0
2012000011,S07A092,15
2012000011,S07A093,14
2012000011,S07A094,6
2012000011,S07A095,6
2012000011,S07A096,3
2012000011,S07A097,3
2012000011,S07A098,9
2012000011,S07A099,11
2012000011,S07A100,8
2012000012,S07A001,5
2012000012,S07A002,19
2012000012,S07A003,11
2012000012,S07A004,19
2012000012,S07A005,19
2012000012,S07A006,8
2012000012,S07A007,5
2012000012,S07A008,14
2012000012,S07A009,3
2012000012,S07A010,6
2012000012,S07A011,12
2012000012,S07A012,4
2012000012,S07A013,11
2012000012,S07A014,2
2012000012,S07A015,18
2012000012,S07A016,6
2012000012,S07A017,2
2012000012,S07A018,13
2012000012,S07A019,11
2012000012,S07A020,14
2012000012,S07A021,7
2012000012,S07A022,15
2012000012,S07A023,7
2012000012,S07A024,1
2012000012,S07A025,4
2012000012,S07A026,5
2012000012,S07A027,18
2012000012,S07A028,17
2012000012,S07A029,7
2012000012,S07A030,15
2012000012,S07A031,0
2012000012,S07A032,10
2012000012,S07A033,10
2012000012,S07A034,18
2012000012,S07A035,15
2012000012,S07A036,20
2012000012,S07A037,11
2012000012,S07A038,17
2012000012,S07A039,18
2012000012,S07A040,8
2012000012,S07A041,20
2012000012,S07A042,17
2012000012,S07A043,13
2012000012,S07A044,3
2012000012,S07A045,13
2012000012,S07A046,13
2012000012,S07A047,13
2012000012,S07A048,19
2012000012,S07A049,13
2012000012,S07A050,13
2012000012,S07A051,17
2012000012,S07A052,11
2012000012,S07A053,15
2012000012,S07A054,19
2012000012,S07A055,4
2012000012,S07A056,2
2012000012,S07A057,3
2012000012,S07A058,5
2012000012,S07A059,9
2012000012,S07A060,11
2012000012,S07A061,9
2012000012,S07A062,12
2012000012,S07A063,2
